,estado,estadoSigla,municipio,cnes,nomeCnes,dataNotificacaoOcupacao,ofertaRespiradores,ofertaHospCli,ofertaHospUti,ofertaSRAGCli,ofertaSRAGUti,ocupHospCli,ocupHospUti,ocupSRAGCli,ocupSRAGUti,altas,obitos,ocupacaoInformada,algumaOcupacaoInformada
2724,Bahia,BA,Lauro de Freitas,0131202,HOSPITAL COSTA DOS COQUEIROS,2020-09-04,0.0,110.0,0.0,0.0,0.0,21.0,0.0,11.0,0,7.0,0,True,True
77,Bahia,BA,Mairi,4028511,HOSPITAL DEPUTADO LUIS EDUARDO MAGALHAES,2020-06-11,2.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0,True,True
46,Bahia,BA,Malhada,2493195,HOSPITAL MUNICIPAL SAO GERALDO,2020-06-04,0.0,22.0,0.0,0.0,0.0,5.0,0.0,0.0,0,0.0,0,True,True
2569,Bahia,BA,Matina,2498227,HOSPITAL MUNICIPAL HERMENEGILDO C DE CASTRO,2020-06-06,0.0,21.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,True,True
2766,Bahia,BA,Miguel Calmon,2498421,HOSPITAL PORTUGUES HOSPITAL PADRE PAULO FELBER,2020-09-23,1.0,88.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
3658,Bahia,BA,Morro do Chapéu,2801906,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO,2021-01-06,1.0,58.0,0.0,0.0,0.0,11.0,0.0,2.0,0,0.0,1,True,True
1967,Bahia,BA,Mucuri,2498804,HOSPITAL SAO JOSE,2021-01-06,1.0,79.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
1593,Bahia,BA,Oliveira dos Brejinhos,2771276,HPP DR JOAO CUPERTINO DA SILVA,2020-12-09,0.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0,True,True
47,Bahia,BA,Palmas de Monte Alto,2506572,HOSPITAL MUNICIPAL MILTON FARIA DIAS LARANJEIRA,2020-06-04,0.0,54.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,True,True
638,Bahia,BA,Paramirim,4029526,HOSPITAL JOSE AMERICO REZENDE,2021-01-06,3.0,57.0,0.0,0.0,0.0,7.0,0.0,3.0,0,0.0,0,True,True
2999,Bahia,BA,Paulo Afonso,2549905,HOSPITAL PAULO AFONSO,2020-12-31,2.0,48.0,0.0,0.0,0.0,11.0,0.0,0.0,0,0.0,0,True,True
1332,Bahia,BA,Paulo Afonso,9442693,UPA UNIDADE DE PRONTO ATENDIMENTO TIPO II,2020-06-30,2.0,10.0,4.0,0.0,0.0,3.0,1.0,3.0,1,0.0,0,True,True
2570,Bahia,BA,Pindaí,2508222,HOSPITAL MUNICIPAL DE PINDAI,2020-06-04,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
78,Bahia,BA,Piripá,4029844,HOSPITAL MUNICIPAL MARIA PEREIRA BARBOSA,2020-07-09,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3027,Bahia,BA,Pojuca,2653494,MATERNIDADE MARIA LUIZA DIAS LAUDANO,2021-01-03,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2805,Bahia,BA,Porto Seguro,2802090,HOSPITAL REGIONAL DEPUTADO LUIS EDUARDO MAGALHAES,2020-10-30,40.0,109.0,10.0,10.0,10.0,100.0,9.0,0.0,1,0.0,0,True,True
2951,Bahia,BA,Porto Seguro,6659772,NEUROCCOR,2020-12-30,5.0,38.0,0.0,0.0,0.0,0.0,4.0,0.0,6,2.0,0,True,True
614,Bahia,BA,Remanso,2509369,HOSPITAL SAO PEDRO,2021-01-05,1.0,79.0,0.0,30.0,10.0,0.0,0.0,6.0,9,1.0,1,True,True
2594,Bahia,BA,Ribeira do Pombal,2799790,HOSPITAL GERAL SANTA TEREZA,2020-05-08,10.0,83.0,7.0,0.0,0.0,9.0,3.0,0.0,0,0.0,0,True,True
6,Bahia,BA,Rio de Contas,2509636,HOSPITAL DE RIO DE CONTAS,2020-08-10,0.0,17.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,True,True
226,Bahia,BA,Salvador,7160488,HOSPITAL ALAIDE COSTA,2020-09-21,21.0,84.0,20.0,55.0,20.0,57.0,10.0,55.0,7,0.0,1,True,True
42,Bahia,BA,Salvador,2417189,HOSPITAL CRISTO REDENTOR,2020-06-09,13.0,90.0,9.0,0.0,0.0,18.0,9.0,0.0,0,0.0,0,True,True
1520,Bahia,BA,Salvador,0106496,HOSPITAL DE CAMPANHA COVID 19 FONTE NOVA,2020-10-14,0.0,140.0,0.0,100.0,70.0,1.0,4.0,0.0,3,2.0,0,True,True
306,Bahia,BA,Salvador,0223980,HOSPITAL DE CAMPANHA COVID 19 PARALELA II,2020-11-16,0.0,80.0,0.0,20.0,20.0,8.0,4.0,8.0,4,2.0,0,True,True
1514,Bahia,BA,Salvador,0103497,HOSPITAL DE CAMPANHA COVID 19 WETN WILD,2020-10-12,0.0,40.0,0.0,40.0,50.0,6.0,6.0,6.0,6,0.0,0,True,True
3718,Bahia,BA,Salvador,6595197,HOSPITAL DO SUBURBIO,2021-01-06,78.0,253.0,60.0,60.0,118.0,82.4,80.1,66.6,72,6.0,2,True,True
1557,Bahia,BA,Salvador,0003980,HOSPITAL ELADIO LASSERRE,2020-11-06,15.0,149.0,10.0,0.0,0.0,41.0,0.0,0.0,0,0.0,0,True,True
1845,Bahia,BA,Salvador,0106526,HOSPITAL ESPANHOL,2021-01-06,0.0,80.0,0.0,80.0,80.0,0.0,0.0,53.0,68,21.0,7,True,True
2948,Bahia,BA,Salvador,0003778,HOSPITAL ESTADUAL DA MULHER,2020-12-30,16.0,141.0,10.0,0.0,0.0,4.0,0.0,0.0,0,2.0,1,True,True
95,Bahia,BA,Salvador,0004979,HOSPITAL EVANGELICO DA BAHIA HEB,2020-05-13,0.0,64.0,5.0,0.0,0.0,36.0,8.0,0.0,0,0.0,1,True,True
598,Bahia,BA,Salvador,0108375,HOSPITAL FAMILIA SAGRADA,2021-01-05,0.0,55.0,0.0,0.0,0.0,55.0,42.0,55.0,42,12.0,2,True,True
2760,Bahia,BA,Salvador,0004073,HOSPITAL GERAL ERNESTO SIMOES FILHO,2020-09-19,65.0,137.0,33.0,60.0,79.0,0.0,0.0,0.0,0,4.0,0,True,True
94,Bahia,BA,Salvador,0003859,HOSPITAL GERAL ROBERTO SANTOS,2020-05-29,80.0,725.0,112.0,0.0,0.0,137.0,76.0,7.0,14,0.0,1,True,True
2518,Bahia,BA,Salvador,0103594,HOSPITAL ITAIGARA MEMORIAL,2021-01-06,50.0,10.0,0.0,0.0,47.0,7.0,27.0,7.0,27,1.0,1,True,True
1299,Bahia,BA,Salvador,2493845,HOSPITAL MANOEL VICTORINO,2020-04-30,14.0,90.0,10.0,0.0,0.0,51.0,5.0,0.0,0,0.0,0,True,True
1853,Bahia,BA,Salvador,0004278,HOSPITAL MARTAGAO GESTEIRA,2021-01-06,41.0,332.0,20.0,10.0,10.0,82.0,34.0,13.0,10,0.0,0,True,True
3675,Bahia,BA,Salvador,9443665,HOSPITAL MUNICIPAL DE SALVADOR HMS,2021-01-06,48.0,180.0,30.0,27.0,27.0,160.0,37.0,21.0,19,2.0,1,True,True
1799,Bahia,BA,Salvador,0004251,HOSPITAL PORTUGUES,2021-01-06,89.0,302.0,9.0,5.0,5.0,0.0,0.0,1.0,2,0.0,0,True,True
2810,Bahia,BA,Salvador,2389738,HOSPITAL PROHOPE,2020-11-04,34.0,89.0,0.0,10.0,5.0,39.0,17.0,3.0,0,0.0,0,True,True
189,Bahia,BA,Salvador,0131350,HOSPITAL SANTA CLARA,2020-08-26,0.0,50.0,0.0,0.0,0.0,17.0,5.0,22.0,3,0.0,0,True,True
600,Bahia,BA,Salvador,0003832,HOSPITAL SANTA ISABEL,2021-01-05,98.0,373.0,22.0,14.0,14.0,59.0,16.0,7.0,6,0.0,0,True,True
70,Bahia,BA,Salvador,2802104,HOSPITAL SANTO ANTONIO,2020-07-15,52.0,924.0,30.0,0.0,0.0,383.0,20.0,6.0,1,0.0,0,True,True
2615,Bahia,BA,Salvador,0003816,HOSPITAL UNIVERSITARIO PROFESSOR EDGARD SANTOS,2020-07-17,39.0,248.0,30.0,30.0,10.0,161.0,15.0,19.0,8,0.0,1,True,True
466,Bahia,BA,Salvador,0005428,INSTITUTO COUTO MAIA,2021-01-03,16.0,97.0,10.0,70.0,85.0,31.0,57.0,29.0,52,5.0,0,True,True
1507,Bahia,BA,Salvador,0003840,MATERNIDADE ALBERT SABIN,2020-10-05,5.0,61.0,0.0,0.0,0.0,69.0,0.0,0.0,0,0.0,0,True,True
709,Bahia,BA,Salvador,0004731,MATERNIDADE CLIMERIO DE OLIVEIRA,2021-01-06,11.0,41.0,0.0,0.0,0.0,4.0,7.0,0.0,0,0.0,0,True,True
3645,Bahia,BA,Salvador,3956369,MATERNIDADE PROFESSOR JOSE MARIA DE MAGALHAES NETO,2021-01-05,29.0,178.0,10.0,0.0,5.0,178.0,62.0,5.0,7,3.0,0,True,True
530,Bahia,BA,Salvador,6852300,MEDTOWER,2021-01-05,0.0,108.0,0.0,14.0,0.0,0.0,0.0,21.0,13,5.0,0,True,True
1239,Bahia,BA,Santa Rita de Cássia,2603012,HOSPITAL SANTA RITA DE CASSIA,2021-01-07,2.0,24.0,0.0,0.0,0.0,17.0,0.0,2.0,0,0.0,0,True,True
1747,Bahia,BA,Santo Antônio de Jesus,2799286,HOSPITAL MATERNIDADE LUIZ ARGOLO,2021-01-05,9.0,106.0,10.0,0.0,0.0,44.0,6.0,1.0,0,0.0,0,True,True
476,Bahia,BA,Santo Antônio de Jesus,6414702,HOSPITAL REGIONAL DE SANTO ANTONIO DE JESUS,2021-01-04,0.0,130.0,20.0,5.0,5.0,31.0,20.0,1.0,0,1.0,0,True,True
252,Bahia,BA,Seabra,9383298,HOSPITAL REGIONAL DA CHAPADA,2020-10-08,17.0,87.0,10.0,33.0,5.0,40.0,5.0,5.0,4,0.0,1,True,True
2572,Bahia,BA,Sebastião Laranjeiras,2523299,HOSPITAL MUNICIPAL WALTER LEAO ROCHA,2020-06-04,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1437,Bahia,BA,Senhor do Bonfim,0113565,HOSPITAL DE CAMPANHA COVID 19 SMS,2020-08-27,0.0,26.0,0.0,22.0,0.0,0.0,0.0,3.0,0,0.0,1,True,True
3671,Bahia,BA,Serrinha,2801914,HOSPITAL MUNICIPAL DE SERRINHA,2021-01-06,10.0,62.0,0.0,30.0,0.0,24.0,0.0,11.0,9,0.0,0,True,True
1850,Bahia,BA,Serrinha,2644711,HOSPITAL SANTANA,2021-01-06,0.0,49.0,0.0,0.0,0.0,13.0,0.0,0.0,0,0.0,0,True,True
2573,Bahia,BA,Sobradinho,2524163,HOSPITAL MUNICIPAL MARIA AUXILIADORA DE CARVALHO TORRES,2020-05-18,1.0,52.0,0.0,0.0,0.0,0.0,0.0,6.0,0,1.0,0,True,True
1300,Bahia,BA,São Félix,2520613,HOSPITAL NOSSA SENHORA DA POMPEIA,2020-05-08,11.0,83.0,9.0,0.0,0.0,18.0,8.0,0.0,0,0.0,0,True,True
2950,Bahia,BA,Teixeira de Freitas,2301318,HOSPITAL MUNICIPAL DE TEIXEIRA DE FREITAS,2020-12-30,29.0,136.0,12.0,10.0,17.0,70.0,9.0,7.0,12,0.0,0,True,True
1322,Bahia,BA,Tremedal,3010902,UNIDADE MISTA HOSPITALAR DR ADELMARIO PINHEIRO,2020-06-25,0.0,19.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,True,True
79,Bahia,BA,Urandi,4033418,HOSPITAL MUNICIPAL PADRE ANTONIO MANOEL DA ROCHA,2020-06-04,1.0,36.0,0.0,0.0,0.0,2.0,0.0,1.0,0,0.0,0,True,True
1903,Bahia,BA,Utinga,6025692,HOSPITAL MUNICIPAL SANTA DULCE DOS POBRES,2021-01-06,1.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0.0,0,True,True
1718,Bahia,BA,Valença,2525933,HOSPITAL DR HEITOR GUEDES DE MELLO,2020-12-31,4.0,121.0,0.0,10.0,10.0,45.0,8.0,4.0,8,1.0,0,True,True
358,Bahia,BA,Vitória da Conquista,2402084,HCC HOSPITAL DE CLINICA DE CONQUISTA,2020-12-12,0.0,26.0,0.0,20.0,20.0,5.0,15.0,5.0,15,2.0,0,True,True
452,Bahia,BA,Vitória da Conquista,2402076,HOSPITAL GERAL DE VITORIA DA CONQUISTA,2021-01-02,96.0,271.0,44.0,30.0,41.0,38.0,43.0,33.0,37,3.0,1,True,True
1293,Bahia,BA,Vitória da Conquista,2402564,HOSPITAL MUNICIPAL ESAU MATOS,2020-05-09,4.0,77.0,0.0,0.0,0.0,73.0,10.0,2.0,0,0.0,0,True,True
2821,Bahia,BA,Vitória da Conquista,2487756,HOSPITAL SAO VICENTE DE PAULO,2020-11-11,2.0,151.0,4.0,25.0,10.0,43.0,9.0,15.0,10,0.0,0,True,True
2568,Bahia,BA,Vitória da Conquista,2488892,IBR HOSPITAL,2020-05-20,6.0,70.0,4.0,0.0,0.0,18.0,12.0,1.0,4,1.0,0,True,True
71,Bahia,BA,Wagner,2814048,HOSPITAL E MATERNIDADE PONTE NOVA,2020-06-30,0.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0.0,0,True,True
1650,Ceará,CE,Acaraú,2516632,HOSP DR MOURA FERREIRA,2020-04-29,0.0,75.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
89,Ceará,CE,Acopiara,9275134,HOSPITAL MUNICIPAL DE ACOPIARA,2020-07-13,1.0,104.0,0.0,40.0,0.0,3.0,0.0,2.0,0,1.0,0,True,True
3422,Ceará,CE,Aiuaba,2560992,HOSP NOSSA SRA DO PATROCINIO,2020-07-01,0.0,35.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
712,Ceará,CE,Alto Santo,2527685,HOSPITAL MATERNIDADE SANTA RITA,2021-01-06,0.0,34.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
216,Ceará,CE,Antonina do Norte,2563347,HOSPITAL ANTONIO ROSENO DE MATOS,2020-04-29,0.0,16.0,0.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1594,Ceará,CE,Apuiarés,2611465,HOSPITAL SAO SEBASTIAO,2020-12-10,0.0,12.0,0.0,0.0,0.0,22.0,0.0,0.0,0,0.0,1,True,True
416,Ceará,CE,Aquiraz,2561395,HGMAP HOSPITAL DE CAMPANHA COVID 19,2020-12-28,0.0,63.0,0.0,23.0,0.0,38.0,0.0,0.0,0,0.0,0,True,True
458,Ceará,CE,Aracati,2373009,HOSPITAL E MATERNIDADE SANTA LUISA DE MARILLAC,2021-01-02,0.0,49.0,0.0,0.0,0.0,19.0,0.0,0.0,0,0.0,0,True,True
973,Ceará,CE,Aracati,2372967,HOSPITAL MUNICIPAL DR EDUARDO DIAS,2020-04-29,1.0,70.0,0.0,20.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
404,Ceará,CE,Aracoiaba,4010779,HOSP MATERN SANTA IZABEL ARACOIABA,2020-12-22,0.0,50.0,0.0,3.0,0.0,10.0,0.0,1.0,0,1.0,0,True,True
2739,Ceará,CE,Araripe,2372487,HOSP MATERN LIA LOIOLA DE ALENCAR,2020-04-29,4.0,44.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
398,Ceará,CE,Aratuba,2333813,SOCIEDADE HOSPITALAR PE DIONISIO,2020-12-28,0.0,12.0,0.0,2.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
2945,Ceará,CE,Assaré,4010825,HOSP MUNIC NOSSA SENHORA DAS DORES,2020-04-29,0.0,48.0,0.0,4.0,0.0,1.0,0.0,1.0,0,0.0,0,True,True
2918,Ceará,CE,Aurora,2514729,HOSPITAL GERAL IGNEZ ANDREAZZA,2020-09-02,0.0,89.0,0.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1636,Ceará,CE,Baixio,2552345,UNID MISTA DE BAIXIO,2020-12-26,0.0,19.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
590,Ceará,CE,Barbalha,2564238,HOSPITAL MATERNIDADE SANTO ANTONIO HMSA,2021-01-06,17.0,131.0,8.0,13.0,20.0,13.0,10.0,7.0,7,0.0,0,True,True
742,Ceará,CE,Barbalha,2564211,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO,2021-01-06,16.0,191.0,15.0,5.0,10.0,108.0,20.0,7.0,4,1.0,1,True,True
3064,Ceará,CE,Barreira,2373475,HOSPITAL DE BARREIRA,2021-01-06,1.0,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2749,Ceará,CE,Barro,2724359,HOSP MUNIC SANTO ANTONIO,2020-05-06,0.0,32.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2736,Ceará,CE,Baturité,2333716,HOSPITAL E MATERNIDADE JOSE PINTO DO CARMO,2020-06-22,1.0,77.0,0.0,25.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2774,Ceará,CE,Boa Viagem,2479028,CASA DE SAUDE ADILIA MARIA,2020-10-01,0.0,66.0,0.0,15.0,0.0,9.0,0.0,5.0,0,0.0,0,True,True
1631,Ceará,CE,Brejo Santo,2480654,CASA DE SAUDE NOSSA SENHORA DE FATIMA,2020-05-07,4.0,58.0,0.0,11.0,0.0,0.0,0.0,0.0,0,1.0,0,True,True
2510,Ceará,CE,Brejo Santo,2480646,IMTAVI,2021-01-07,1.0,112.0,8.0,34.0,7.0,15.0,11.0,6.0,7,3.0,0,True,True
702,Ceará,CE,Brejo Santo,2611635,INCRI,2021-01-06,1.0,62.0,0.0,16.0,0.0,1.0,0.0,1.0,0,0.0,0,True,True
1283,Ceará,CE,Camocim,2327945,HOSPITAL DEPUTADO MURILO AGUIAR,2020-06-22,1.0,83.0,0.0,10.0,0.0,0.0,0.0,8.0,0,2.0,0,True,True
2692,Ceará,CE,Camocim,7988400,UPA 24 HORAS FRANCISCO CLAUDIO GOMES,2020-08-16,2.0,7.0,0.0,0.0,0.0,12.0,0.0,2.0,0,0.0,0,True,True
1577,Ceará,CE,Campos Sales,2372517,HOSPITAL MUNICIPAL DE CAMPOS SALES,2020-04-29,0.0,49.0,0.0,17.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
49,Ceará,CE,Canindé,2527413,HOSPITAL E MATERNIDADE REGIONAL SAO FRANCISCO,2020-07-22,2.0,133.0,0.0,8.0,0.0,18.0,0.0,7.0,0,0.0,0,True,True
447,Ceará,CE,Caridade,2611643,HOSPITAL DE PEQUENO PORTE DE CARIDADE,2020-07-17,0.0,21.0,0.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2267,Ceará,CE,Caririaçu,2425343,HOSP MATERN GERALDO L BOTELHO,2020-05-07,0.0,32.0,0.0,2.0,0.0,0.0,0.0,1.0,0,1.0,0,True,True
83,Ceará,CE,Cariré,7043597,HOSPITAL MUNICIPAL DE CARIRE,2020-05-31,0.0,18.0,0.0,3.0,0.0,4.0,0.0,4.0,0,1.0,0,True,True
1633,Ceará,CE,Cariús,2561468,HOSP DR THADEU DE PAULO BRITO,2020-12-25,0.0,19.0,0.0,9.0,0.0,4.0,0.0,2.0,0,0.0,0,True,True
1436,Ceará,CE,Carnaubal,2561298,UNID MISTA NOSSA SRA AUXILIADORA,2020-08-27,0.0,22.0,0.0,0.0,0.0,2.0,0.0,2.0,0,1.0,0,True,True
1576,Ceará,CE,Catarina,2333864,HOSPITAL MUNICIPAL DR GENTIL DOMINGUES,2020-05-02,0.0,19.0,0.0,14.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
2011,Ceará,CE,Caucaia,2562316,HOSP MUN ABELARDO GADELHA DA ROCHA,2021-01-06,2.0,114.0,0.0,42.0,14.0,124.0,5.0,0.0,4,0.0,0,True,True
2753,Ceará,CE,Caucaia,9346309,UNIDADE DE PRONTO ATENDIMENTO DA JUREMA,2020-05-01,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2824,Ceará,CE,Caucaia,7077971,UNIDADE DE PRONTO ATENDIMENTO DE CAUCAIA,2020-04-29,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
227,Ceará,CE,Cedro,2499029,HOSPITAL E MATERNIDADE ZULMIRA SEDRIN AGUIAR,2020-09-22,0.0,63.0,0.0,12.0,0.0,10.0,0.0,2.0,0,0.0,0,True,True
2744,Ceará,CE,Chorozinho,2554755,HOSPITAL MUNICIPAL DE CHOROZINHO,2020-05-09,1.0,16.0,0.0,6.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
34,Ceará,CE,Choró,2328070,HOSPITAL MATERNIDADE PE JOSE BEZERRA FILHO,2020-07-26,0.0,16.0,0.0,8.0,0.0,2.0,0.0,0.0,0,0.0,0,True,True
180,Ceará,CE,Coreaú,2479427,HOSPITAL FERNANDO TELES CAMILO,2020-08-19,0.0,14.0,0.0,8.0,0.0,0.0,0.0,2.0,0,0.0,0,True,True
1910,Ceará,CE,Crateús,2481073,HOSPITAL SAO LUCAS,2021-01-06,2.0,163.0,2.0,46.0,10.0,100.0,5.0,19.0,5,1.0,0,True,True
2799,Ceará,CE,Crateús,5456312,PRONTO ATENDIMENTO DA UNIMED REGIONAL DE CRATEUS,2020-05-08,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
3383,Ceará,CE,Crato,2415488,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS,2020-06-04,27.0,143.0,16.0,42.0,0.0,4.0,0.0,1.0,0,0.0,0,True,True
2740,Ceará,CE,Crato,2415496,HOSPITAL SAO RAIMUNDO,2020-06-19,10.0,93.0,15.0,10.0,5.0,0.0,0.0,0.0,0,0.0,0,True,True
2523,Ceará,CE,Cruz,2563460,HOSP MUNIC DONA MARIA MUNIZ,2020-09-27,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
286,Ceará,CE,Deputado Irapuan Pinheiro,2328437,HOSPITAL MUNICIPAL SAO BERNARDO,2020-05-01,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
48,Ceará,CE,Ererê,2526670,HOSPITAL MUNICIPAL FRANCISCO NOGUEIRA DE QUEIROZ,2020-04-19,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2905,Ceará,CE,Farias Brito,2372479,HOSPITAL GERAL DE FARIAS BRITO HGFB,2020-12-23,1.0,43.0,0.0,12.0,0.0,12.0,0.0,1.0,0,0.0,0,True,True
1033,Ceará,CE,Fortaleza,2527057,CASA DE SAUDE E MATERNIDADE SAO RAIMUNDO,2020-05-12,0.0,120.0,0.0,0.0,0.0,0.0,0.0,5.0,4,1.0,2,True,True
219,Ceará,CE,Fortaleza,6297056,HCF HOSPITAL CENTRAL DE FORTALEZA,2020-05-18,0.0,19.0,9.0,0.0,0.0,9.0,0.0,2.0,5,1.0,0,True,True
2287,Ceará,CE,Fortaleza,2499363,HGCC HOSPITAL GERAL DR CESAR CALS,2020-06-26,66.0,221.0,12.0,28.0,21.0,5.0,0.0,2.0,0,1.0,0,True,True
511,Ceará,CE,Fortaleza,2497654,HGF HOSPITAL GERAL DE FORTALEZA,2021-01-04,164.0,473.0,36.0,189.0,80.0,378.0,46.0,6.0,4,3.0,0,True,True
2311,Ceará,CE,Fortaleza,2563681,HIAS HOSPITAL INFANTIL ALBERT SABIN,2020-05-01,80.0,260.0,37.0,42.0,8.0,19.0,7.0,0.0,0,1.0,0,True,True
2952,Ceará,CE,Fortaleza,2479214,HM HOSPITAL DE MESSEJANA DR CARLOS ALBERTO STUDART GOMES,2020-12-31,53.0,408.0,66.0,206.0,73.0,24.0,24.0,23.0,23,0.0,0,True,True
1471,Ceará,CE,Fortaleza,7371985,HOSPITAL ALDEOTA,2020-05-12,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
2266,Ceará,CE,Fortaleza,2415631,HOSPITAL ANTONIO PRUDENTE,2020-05-12,0.0,202.0,6.0,0.0,0.0,18.0,8.0,5.0,4,1.0,0,True,True
61,Ceará,CE,Fortaleza,2644975,HOSPITAL BATISTA MEMORIAL,2020-07-06,0.0,218.0,6.0,124.0,7.0,121.0,7.0,4.0,0,0.0,0,True,True
2820,Ceará,CE,Fortaleza,2611686,HOSPITAL CURA DARS,2020-04-29,55.0,193.0,6.0,0.0,0.0,10.0,5.0,4.0,2,4.0,0,True,True
2614,Ceará,CE,Fortaleza,0104477,HOSPITAL DE CAMPANHA COVID 19 HOSP PRESIDENTE VARGAS,2020-07-30,102.0,148.0,0.0,207.0,17.0,46.0,15.0,3.0,2,3.0,0,True,True
2742,Ceará,CE,Fortaleza,2528843,HOSPITAL DISTRITAL DR FERNANDES TAVORA,2020-06-24,8.0,75.0,10.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0,True,True
2571,Ceará,CE,Fortaleza,2516683,HOSPITAL DISTRITAL EVANDRO AYRES DE MOURA ANTONIO BEZERRA,2020-07-06,19.0,63.0,10.0,0.0,0.0,56.0,10.0,8.0,0,1.0,0,True,True
217,Ceará,CE,Fortaleza,2651351,HOSPITAL DISTRITAL GONZAGA MOTA BARRA DO CEARA,2020-06-06,5.0,67.0,0.0,0.0,0.0,2.0,0.0,1.0,0,1.0,0,True,True
1463,Ceará,CE,Fortaleza,2529068,HOSPITAL DISTRITAL GONZAGA MOTA JOSE WALTER,2020-04-30,5.0,47.0,0.0,0.0,0.0,1.0,0.0,8.0,0,0.0,0,True,True
2748,Ceará,CE,Fortaleza,2723212,HOSPITAL DISTRITAL GONZAGA MOTA MESSEJANA,2020-05-01,11.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1462,Ceará,CE,Fortaleza,2516640,HOSPITAL DISTRITAL MARIA JOSE BARROSO DE OLIVEIRA PARANGABA,2020-05-07,11.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1298,Ceará,CE,Fortaleza,2482339,HOSPITAL DISTRITAL NOSSA SENHORA DA CONCEICAO,2020-06-09,9.0,68.0,0.0,0.0,0.0,15.0,0.0,4.0,0,1.0,1,True,True
1254,Ceará,CE,Fortaleza,2564769,HOSPITAL E CENTRO DE PARTO NORMAL DE PINDORETAMA,2020-11-26,0.0,26.0,0.0,12.0,0.0,2.0,0.0,1.0,0,0.0,0,True,True
1149,Ceará,CE,Fortaleza,7047428,HOSPITAL E MATERNIDADE DRA ZILDA ARNS NEUMANN,2020-04-30,24.0,139.0,10.0,0.0,0.0,0.0,0.0,10.0,0,1.0,0,True,True
1598,Ceará,CE,Fortaleza,9297502,HOSPITAL E MATERNIDADE EUGENIA PINHEIRO,2020-05-12,0.0,44.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,True,True
1468,Ceará,CE,Fortaleza,3053687,HOSPITAL E MATERNIDADE GASTROCLINICA,2020-04-30,0.0,69.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,True,True
1107,Ceará,CE,Fortaleza,3394514,HOSPITAL GENESIS,2020-05-02,0.0,119.0,9.0,0.0,0.0,1.0,0.0,2.0,1,0.0,0,True,True
